Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
0000001dxx,DE,3,48,78.159.99.85,mail.dxx.co,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-10-12,LEASEWEB-DE-FRA-10- DE,28753,4730,None
0001,BG,1282,64,91.92.109.43,insight.firstnetwork.cf,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-15,NETERRA-AS- BG,34224,2340,None
0s1nt0,DE,25637,97,176.9.53.58,static.58.53.9.176.clients.your-server.de,8443,8080,0,0,1,1,0,1,1,1,1,Tor 0.4.0.2-alpha on Linux,0,0,2019-03-11,HETZNER-AS- DE,24940,82300,None
0x161,US,598,1079,172.245.26.19,172-245-26-19-host.colocrossing.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-07-27,AS-COLOCROSSING - ColoCrossing- US,36352,3000,None
0x1ea7deadbeef,DE,7209,437,188.68.45.180,tor-exit-node.1ea7deadbeef.de,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-09-28,NETCUP-AS netcup GmbH- DE,197540,15000,[2a03:4000:21:47a:de1:ea7:dead:beef]:9090
0x3d003,LU,4324,660,83.99.5.45,ip-83-99-5-45.dyn.luxdsl.pt.lu,19001,19030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2014-08-20,EPT-LU Entreprise des P. et T. Luxembourg- LU,6661,4510,None
0x3d008,FR,13978,789,188.165.220.34,neo.0x3d.lu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-11-24,OVH- FR,16276,27400,None
0x3d009,FR,10721,789,188.165.220.34,neo.0x3d.lu,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-11-24,OVH- FR,16276,29000,None
0x3d069,NL,423,497,37.48.120.47,sonix.dk,2195,None,0,0,1,0,0,1,1,1,0,Tor 0.4.1.6 on Linux,0,0,2015-01-20,LEASEWEB-NL-AMS-01 Netherlands- NL,60781,810,None
0x616e6f6e,MD,4192,2565,178.17.170.116,178-17-170-116.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-06-30,TRABIA- MD,43289,8330,[2a00:1dc0:caff:b2::26ac]:443
0x616e6f6e,SE,6259,419,185.86.149.223,185.86.149.223,443,80,0,1,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-04-06,MAKONIX- LV,52173,12400,[2a02:7aa0:1619::1a7f:7a26]:443
0x616e6f6e,MD,1782,1727,178.175.148.165,178-175-148-165.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-02-15,TRABIA- MD,43289,3940,[2a00:1dc0:caff:153::d2c7]:443
0x616e6f6e,LV,7695,9,94.140.116.166,94.140.116.166,443,80,0,1,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-13,NANO-AS- LV,43513,18200,[2a02:7aa0:1201::c0d0:5d82]:443
0x616e6f6e,MD,484,1656,178.17.171.78,178-17-171-78.static.as43289.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-04,TRABIA- MD,43289,900,[2a00:1dc0:caff:f6::28ad]:443
0x616e6f6e,MD,1569,4750,178.17.170.91,178-17-170-91.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-03-31,TRABIA- MD,43289,3740,[2a00:1dc0:caff:b5::c623]:443
0x616e6f6e,LV,4972,9,94.140.116.189,94.140.116.189,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-04-12,NANO-AS- LV,43513,14000,[2a02:7aa0:1201::c408:5849]:443
0x616e6f6e,MD,4042,2565,178.17.170.88,178-17-170-88.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-06-30,TRABIA- MD,43289,8800,[2a00:1dc0:caff:ef::96b8]:443
0x616e6f6e,MD,1404,4750,178.17.170.112,178-17-170-112.static.as43289.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-03-19,TRABIA- MD,43289,3100,[2a00:1dc0:caff:15c::5627]:443
0x64657573,US,2950,1113,207.180.251.11,vmd33204.contaboserver.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-01-20,CONTABO- DE,51167,8300,[2a02:c207:3003:3204::1]:9001
0x766c6164,RO,717,52,5.14.131.104,5-14-131-104.residential.rdsnet.ro,9002,9031,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on FreeBSD,0,0,2018-09-01,RCS-RDS 73-75 Dr. Staicovici- RO,8708,5710,None
0xAligaTOR,DE,492,538,37.24.226.249,b2b-37-24-226-249.unitymedia.biz,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2017-09-06,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,2370,None
0xbadc0ffe,DE,108,73,91.2.138.246,p5B028AF6.dip0.t-ipconnect.de,9001,9003,0,0,1,0,0,0,1,1,1,Tor 0.4.0.5 on Linux,0,0,2016-04-23,DTAG Internet service provider operations- DE,3320,299,None
0xbaddad,GB,3242,244,46.101.9.51,roof.rlogin.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-04-08,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,8400,None
0xdeadbad,FI,2395,243,95.216.198.252,sink.rlogin.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-10-07,HETZNER-AS- DE,24940,6400,None
0xDEADBEEF,DE,879,18,93.231.86.181,p5DE756B5.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.4.1.6 on Linux,0,0,2016-11-28,DTAG Internet service provider operations- DE,3320,3440,None
0xdeadbeef,FR,4050,492,37.187.96.183,mail.0xdeadbeef.club,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-04-16,OVH- FR,16276,11200,None
0xdeadbeef2,FI,1271,469,95.217.14.157,static.157.14.217.95.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-09-24,HETZNER-AS- DE,24940,9480,None
0xTorUniqId002,IT,378,600,80.211.76.120,host120-76-211-80.serverdedicati.aruba.it,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-09-19,ARUBA-ASN- IT,31034,6200,None
0xygen,N/A,141,421,152.89.160.131,131.160.89.152.in-addr.arpa,15030,None,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on OpenBSD,0,0,2019-05-22,M247- GB,9009,357,[2001:ac8:7d:1e11:3b82:4ed7:b05:3386]:15030
0ZQIX7g6,RU,2538,1488,77.37.142.179,broadband-77-37-142-179.ip.moscow.rt.ru,9749,None,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2016-05-22,NCNET-AS- RU,42610,4950,None
1001nybrgsvgn17,SE,49,240,83.250.200.92,c83-250-200-92.bredband.comhem.se,64511,64520,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Darwin,0,0,2017-11-05,COMHEM-SWEDEN- SE,39651,130,None
10ck3,DE,6,50,79.250.97.209,p4FFA61D1.dip0.t-ipconnect.de,443,None,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2019-10-06,DTAG Internet service provider operations- DE,3320,102,None
123456,DE,0,204,87.153.147.88,p57999358.dip0.t-ipconnect.de,9020,9021,0,0,0,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-04-05,DTAG Internet service provider operations- DE,3320,7,None
15T01,N/A,4458,123,92.60.37.105,t01.s-ix.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-01-27,NETCUP-AS netcup GmbH- DE,197540,9700,[2a03:4000:33:1c8::13]:9001
1804m1,US,548,3337,198.211.103.103,198.211.103.103,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2017-12-20,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,1530,[2604:a880:400:d0::1516:c001]:443
19dotrs,DE,1525,1756,176.9.208.12,tor-relay.19.rs,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2016-12-10,HETZNER-AS- DE,24940,5180,None
1chandotus,US,1729,3814,147.135.36.62,infinity.rocketnine.space,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2014-11-20,OVH- FR,16276,4680,None
1country2systems,US,248,526,184.153.12.141,cpe-184-153-12-141.nyc.res.rr.com,8443,None,0,0,1,0,0,0,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-12,TWC-12271-NYC - Charter Communications Inc- US,12271,1090,None
1d1dchang3th3c0nf1g,AT,3348,962,37.252.187.129,mail.xn--wxa.ml,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-09-17,IPAX-AS- AT,44133,8590,None
1d1dnt3d1th3c0nf1g,NL,121,32,82.161.210.87,pindarots.xs4all.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-03-10,XS4ALL-NL Amsterdam- NL,3265,410,None
1EpHny,CA,6686,173,158.69.198.177,177.ip-158-69-198.net,6895,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2017-03-27,OVH- FR,16276,13400,None
1h38zmpksr,US,28,390,128.223.8.111,planetlab1.cs.uoregon.edu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-02,UONET - University of Oregon- US,3582,125,None
1i2u0d5aey2zfs,GB,1049,2480,88.80.190.111,li702-111.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-03-13,LINODE-AP Linode- LLC- US,63949,2000,None
1MalaysiaRelay,MY,96,62,42.188.145.23,42.188.145.23,443,None,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-08-24,TMNET-AS-AP TM Net- Internet Service Provider- MY,4788,470,None
1TD,DE,248,72,188.193.80.125,ipbcc1507d.dynamic.kabel-deutschland.de,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-04-28,KABELDEUTSCHLAND-AS- DE,31334,433,None
1torexit,MD,987,511,31.131.4.171,hosted-by.ihost.md,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-09-12,LEVEL7-AS- MD,43588,4400,None
1varanasi,GB,450,2586,178.79.173.147,li310-147.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.11 on Linux,0,0,2014-08-05,LINODE-AP Linode- LLC- US,63949,690,None
2000me,DE,8001,304,46.38.235.14,2000me.dd-dns.de,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-07-30,NETCUP-AS netcup GmbH- DE,197540,19000,[2a03:4000:2:a11:3a58:da1f:cffa:1bc]:443
21b,FR,6470,14,51.15.74.130,130-74-15-51.rev.cloud.scaleway.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2017-09-12,AS12876- FR,12876,18000,None
2501,DE,0,19,78.55.54.239,x4e3736ef.dyn.telefonica.de,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2014-08-09,TDDE-ASN1- DE,6805,24,None
2600cityoflondon,GB,0,5444,85.119.82.138,101.vps.bitfolk.com,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-06-27,JUMP- GB,8943,19,None
26a31778271b6c662a,N/A,1982,150,83.97.20.243,243.20.97.83.ro.ovo.sc,9001,80,0,1,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-10-08,M247- GB,9009,5920,[2a04:9dc0:31::c0cc:f3]:9001
26resistance,IT,159,1489,80.211.89.207,26resistance.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.5.7 on Linux,0,0,2019-01-24,ARUBA-ASN- IT,31034,1000,None
2Contribute,NL,5862,371,80.127.137.14,2contribute-torrelaynode.xs4all.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2017-03-19,XS4ALL-NL Amsterdam- NL,3265,12000,[2001:980:ea82:1:20c:29ff:fec0:4764]:443
2degrees,NZ,395,190,202.27.186.43,43-186-27-202.ip.theom.nz,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-09-11,SNAP-NZ-AS Snap Internet Limited- NZ,23655,500,None
2HG,FR,340,8,163.172.68.222,2hg.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-02-20,AS12876- FR,12876,1000,None
2livebrew,LU,799,204,104.244.77.111,104.244.77.111,443,80,0,0,1,0,0,1,1,1,1,Tor 0.4.1.5 on DragonFly,0,0,2018-08-12,PONYNET - FranTech Solutions- US,53667,2330,None
2mpdhack,US,39,1310,24.147.232.251,c-24-147-232-251.hsd1.ma.comcast.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2014-04-16,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,160,[2601:19c:4501:1f59:ae1f:6bff:fe02:95f0]:443
2propstor,US,2247,18,69.62.162.178,178.162-62-69.ftth.swbr.surewest.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-06-06,SUREWEST - Consolidated Communications- Inc.- US,14051,6290,None
2tangy,US,3984,10,104.237.144.134,li832-134.members.linode.com,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-05-02,LINODE-AP Linode- LLC- US,63949,19500,None
324partyvan,US,14403,1428,45.35.192.34,45.35.192.34,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2018-12-24,AS40676 - Psychz Networks- US,40676,37000,None
3735928559,US,682,8,38.39.192.78,unassigned.psychz.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-06-10,AS40676 - Psychz Networks- US,40676,4720,None
386bsd,N/A,29883,74,45.66.32.45,tor-exit.386bsd.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-02-15,THREE-W-INFRA-AS -- TRANSIT --- NL,60144,83800,None
3cce3a91f6a625,NL,21805,123,31.20.205.209,209-205-20-31.ftth.glasoperator.nl,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-04-12,TMOBILE-THUIS- NL,50266,57500,None
3sKtjMnoiZAIGz07,IN,98,1121,59.179.28.238,triband-del-59.179.28.238.bol.net.in,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.17 on Linux,0,0,2018-02-22,MTNL-AP Mahanagar Telephone Nigam Limited- IN,17813,564,None
3zpzl3mnsqzy,US,223,3557,45.56.90.176,li892-176.members.linode.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2018-12-07,LINODE-AP Linode- LLC- US,63949,737,None
420blaze,FR,2294,348,51.158.146.218,51-158-146-218.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-09-30,AS12876- FR,12876,12000,None
42e7b73f33ff22cfc9c,FR,6906,496,51.38.98.5,5.ip-51-38-98.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-08-16,OVH- FR,16276,17500,None
42isNotTheAnswer,DE,692,333,46.165.253.180,46.165.253.180,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.16 on Linux,0,0,2015-08-01,LEASEWEB-DE-FRA-10- DE,28753,1600,None
456c,UA,4898,840,91.213.8.89,91.213.8.89,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2014-09-29,XSERVER-IP-NETWORK-AS- UA,48031,13900,None
456f,UA,1085,814,91.213.8.130,smtp.avis-relance.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.1.5 on Linux,0,0,2019-09-10,XSERVER-IP-NETWORK-AS- UA,48031,5330,None
4istheloneliestnum,NL,1729,193,185.189.183.143,185-189-183-143.rdns.itconnectsyou.nl,10901,10930,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-06-25,I3DNET- NL,49544,2900,None
4pyro2eu3org0,GB,684,1558,217.155.40.118,guisborough-1.rcc.uk.cluster.ok24.net,9001,80,0,0,1,0,0,1,1,1,1,Tor 0.3.5.8 on GNU/kFreeBSD,0,0,2014-06-10,ZEN-AS Zen Internet Plexus Network - UK- GB,13037,1700,[2a02:8010:60a1:2013::1]:9001
4w5,US,188,11,3.10.5.174,ec2-3-10-5-174.eu-west-2.compute.amazonaws.com,443,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.10 on Linux,0,0,2019-10-12,AMAZON-02 - Amazon.com- Inc.- US,16509,4560,None
4w5,GB,401,11,35.178.57.7,ec2-35-178-57-7.eu-west-2.compute.amazonaws.com,443,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.10 on Linux,0,0,2019-10-12,AMAZON-02 - Amazon.com- Inc.- US,16509,8040,None
4w5,US,210,11,3.10.5.48,ec2-3-10-5-48.eu-west-2.compute.amazonaws.com,443,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.10 on Linux,0,0,2019-10-12,AMAZON-02 - Amazon.com- Inc.- US,16509,8200,None
4YReUEdN,DE,106,19,87.78.153.169,xdsl-87-78-153-169.nc.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2017-08-02,NETCOLOGNE- DE,8422,509,None
4zuwhp,BR,7,1760,200.19.159.34,planetlab1.pop-mg.rnp.br,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-02,Associação Rede Nacional de Ensino e Pesquisa- BR,1916,75,None
50ac32b,DE,5995,81,85.10.195.43,550ac32b.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.2.2-alpha on Linux,0,0,2019-09-25,HETZNER-AS- DE,24940,30000,[2a01:4f8:a0:24db::2]:443
56kmodem,GB,29782,3069,95.154.221.121,95.154.221.121,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-01-27,IOMART-AS- GB,20860,73000,None
5b82I0IfxsHI7ekh,DE,271,19,87.122.106.214,i577A6AD6.versanet.de,8443,None,0,0,1,0,0,0,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-07-21,VERSATEL- DE,8881,1300,None
5efd8dd,DE,51947,88,213.239.216.221,5efd8dd.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.2.2-alpha on Linux,0,0,2019-03-06,HETZNER-AS- DE,24940,153000,[2a01:4f8:a0:83e2::2]:443
5fd811a4,FI,9098,232,95.216.17.164,5fd811a4.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-09-25,HETZNER-AS- DE,24940,26400,[2a01:4f9:2a:11db::2]:443
5fd833a9,FI,3942,232,95.216.51.169,5fd833a9.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-06,HETZNER-AS- DE,24940,13900,None
5fd833ab,FI,5696,232,95.216.51.171,5fd833ab.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-06-11,HETZNER-AS- DE,24940,20700,None
5fd833ae,FI,4500,232,95.216.51.174,5fd833ae.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-20,HETZNER-AS- DE,24940,14400,None
5p33dy,AT,198,177,84.114.117.145,84-114-117-145.cable.dynamic.surfer.at,993,995,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-06-06,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,584,None
61626c,AU,0,1602,45.76.120.20,ab49k.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.4.0.5 on FreeBSD,0,0,2018-05-31,AS-CHOOPA - Choopa- LLC- US,20473,20,None
666Name666,US,180,14,67.183.149.202,c-67-183-149-202.hsd1.wa.comcast.net,54817,None,0,0,1,0,0,0,1,1,0,Tor 0.3.5.8 on Windows 8 [or later],0,0,2017-03-31,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,1010,None
69CastriesSFRcable,FR,174,262,77.199.171.107,107.171.199.77.rev.sfr.net,80,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-10-04,LDCOMNET- FR,15557,410,None
6mctr01,FR,5941,304,163.172.168.183,test02.6metric.fr,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-25,AS12876- FR,12876,23000,[2001:bc8:4400:2b00::37:31]:9001
72ab8f63bbd93503,AU,26,1573,139.99.139.143,ip143.ip-139-99-139.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-02-26,OVH- FR,16276,155,None
7fach,DE,426,1912,134.119.9.33,j317438.servers.jiffybox.net,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-05-20,GD-EMEA-DC-CGN1- DE,34011,1370,None
7GKgoJso,US,258,68,45.76.252.82,45.76.252.82,443,None,0,0,1,0,0,1,1,1,0,Tor 0.4.1.6 on Linux,0,0,2019-07-26,AS-CHOOPA - Choopa- LLC- US,20473,740,None
82509811a,US,1453,1392,198.98.57.2,82509811a.tor-exit.buyvm.net,9001,80,0,1,1,0,0,0,1,1,1,Tor 0.3.5.8 on OpenBSD,0,0,2019-07-13,PONYNET - FranTech Solutions- US,53667,6430,[2605:6400:10:254::5]:9001
82509811b,LU,2270,1548,104.244.78.102,82509811b.tor-exit.buyvm.net,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on OpenBSD,0,0,2019-07-27,PONYNET - FranTech Solutions- US,53667,9400,[2605:6400:30:fb4c::1]:9001
8ac97a37,DE,45396,304,138.201.122.55,8ac97a37.retik.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-01-26,HETZNER-AS- DE,24940,110000,None
8af34cb1,PL,6102,2327,193.111.26.37,brawler.rmf.pl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2016-11-17,RMF-KRAKOW-- PL,15728,15800,None
8rijgto8,US,31325,3101,66.206.0.82,66-206-0-82.static.hvvc.us,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.5.7 on Linux,0,0,2019-02-10,HVC-AS - HIVELOCITY- Inc.- US,29802,59300,None
948794crazy,SG,247,19,128.199.213.157,948794crazy.info,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.3.4.11 on Linux,0,0,2018-10-01,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,412,None
9500,HR,1361,25,141.136.178.247,141-136-178-247.dsl.iskon.hr,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-08-31,ASN-ISKON HEP- HR,13046,6020,None
a0xo,US,50,2632,45.33.43.215,tor.grapland.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.5.8 on Linux,0,0,2019-02-01,LINODE-AP Linode- LLC- US,63949,83,[2600:3c01::f03c:91ff:fe30:ec17]:443
a6xzL5,RU,1685,1349,188.244.43.25,cybertik.prokudin.org,9090,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2015-10-24,CO-2COM-AS Moscow- RU,8334,4430,None
aaaa,BG,0,7,95.42.21.97,95-42-21-97.ip.btc-net.bg,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-07-08,BTC-AS BULGARIA- BG,8866,9,None
aabbcc,RU,5072,496,94.242.63.4,94.242.63.4,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-05-29,FISHNET-AS- RU,43317,15000,None
aanetuk,GB,932,91,90.155.5.6,6.5.155.90.in-addr.arpa,443,None,0,0,1,1,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2014-09-06,AS20712 Andrews & Arnold Ltd- GB,20712,2800,[2001:8b0:1628:a008::aa]:443
AaronKSQC1,CA,1648,144,198.100.145.207,ns507620.ip-198-100-145.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2018-11-29,OVH- FR,16276,5710,[2607:5300:60:8cf::1]:9001
AaronOVHSG1,SG,178,496,139.99.97.26,26.ip-139-99-97.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.4.1.6 on Linux,0,0,2018-04-07,OVH- FR,16276,636,None
abcd,US,92,329,136.244.97.221,136.244.97.221,22222,None,0,0,1,0,0,1,1,1,0,Tor 0.3.5.8 on Linux,0,0,2019-07-21,AS-CHOOPA - Choopa- LLC- US,20473,270,None
ABCVG,FR,4524,9544,37.187.103.54,154.gra.abcvg.ovh,443,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-12,OVH- FR,16276,8970,None
aberto,UA,980,491,91.203.5.146,mrtlu.partpossibility.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2015-09-10,VOLIA-AS- UA,25229,2520,None
abgtor,BG,357,659,92.247.55.102,92.247.55.102,9090,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2011-07-20,SPECTRUMNET- BG,8717,990,None
Abigail,GB,4451,1464,178.32.59.160,ip160.ip-178-32-59.eu,443,9030,0,1,1,1,0,1,1,1,1,Tor 0.4.0.5 on Linux,0,0,2019-08-03,OVH- FR,16276,8000,None
aboucorp,FR,702,6034,51.15.189.209,51-15-189-209.rev.poneytelecom.eu,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2019-02-05,AS12876- FR,12876,1950,None
AbseitsTOR,DE,0,17,86.103.165.213,213-165-103-86.dynamic.dsl.tng.de,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-06-26,TNG-AS TNG Stadtnetz GmbH- DE,13101,20,None
absents,RO,0,6,79.112.121.196,79-112-121-196.iasi.fiberlink.ro,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.4.1.6 on Linux,0,0,2019-10-14,RCS-RDS 73-75 Dr. Staicovici- RO,8708,None,None
